NoCurso	Curso	Docente	Clave Oficial	Matricula	Alumno	Calificacion	Edo Eval	Edo Al	Tipo Eval	Fecha Registro	Tipo Entrega	Registró Acta	Grupo	Turno	Modalidad	Periodo	Programa	Creditos	Nombre Ofical	Plan Estudio Periodo	Numero Periodo	Etapa Formativa	Tipo Asignatura	Orden	Estado Evaluacion	Periodo Actual	Estado Alumno	Campus	Bloque	Tipo Evaluacion	F.Carga Aca
15299	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-200129	MRIX223285	ANA ORTIZ CASTILLO	9.0	A	EG	EXT	10/04/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	36IIS640	Vespertino	PRESENCIAL	09/15/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 10	7	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	12/05/2024
15300	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-205582	MRIX223825	ISAAC NÚÑEZ SAMANIEGO	5.8	NA	EG	ORD	10/01/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	97IIS750	Matutino	SEMIPRESENCIAL	11/13/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 3	4	PROFESIONAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	12/03/2025
15301	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203868	MRIX228871	LAURA SEGARRA MEDINA	7.2	A	EG	ORD	07/17/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	96IIS695	Matutino	VIRTUAL	01/11/2023	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 10	5	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 9	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	11/25/2024
15302	SIMULACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202130	MRIX206780	ALVARO TOLEDO IBARRA	5.4	NA	AC	ORD	05/08/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	61IIS319	Matutino	PRESENCIAL	07/08/2023	INGENIERÍA MECÁNICA	10	SIMULACIÓN	CUATRIMESTRE 8	7	PROFESIONAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 2	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	05/20/2025
15303	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-208669	MRIX224913	JULIA ROLÓN QUINTANILLA	8.1	A	AC	ORD	09/22/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	16IIS811	Vespertino	VIRTUAL	07/26/2025	INGENIERÍA EN SISTEMAS	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	8	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	11/17/2025
15304	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-209660	MRIX192573	SOFÍA VALVERDE ÁVILA	9.4	A	RE	EXT	10/20/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	54IIS149	Vespertino	PRESENCIAL	02/27/2023	INGENIERÍA MECÁNICA	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 5	5	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 5	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	10/19/2023
15305	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-202440	MRIX191325	SOFÍA ROLÓN NÚÑEZ	8.6	A	EG	ORD	07/10/2025	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	94IIS433	Vespertino	SEMIPRESENCIAL	08/01/2025	INGENIERÍA EN SISTEMAS	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 2	9	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 10	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	07/08/2025
15306	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-203103	MRIX231343	FRANCISCO RAMOS ORTIZ	7.6	A	EG	EXT	04/19/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	97IIS587	Vespertino	SEMIPRESENCIAL	01/30/2024	INGENIERÍA EN SISTEMAS	5	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 9	9	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 1	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/04/2025
15307	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-204213	MRIX207871	MARÍA JIMÉNEZ DÍAZ	7.9	A	RE	EXT	10/11/2024	ORDINARIA	SANTOS LUNA GERARDO	12IIS217	Vespertino	VIRTUAL	12/17/2025	INGENIERÍA MECÁNICA	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 2	7	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 9	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	02/21/2025
15308	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-205311	MRIX205619	ANTONIO SEGARRA HERNÁNDEZ	9.0	A	EG	ORD	10/19/2023	ORDINARIA	SANTOS LUNA GERARDO	34IIS484	Matutino	PRESENCIAL	10/17/2024	INGENIERÍA MECÁNICA	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	7	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 1	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	04/25/2025
15309	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-204990	MRIX236901	ALEJANDRA CORAZA ROQUE	7.9	A	AC	EXT	05/19/2024	ORDINARIA	SANTOS LUNA GERARDO	73IIS516	Matutino	VIRTUAL	07/27/2023	INGENIERÍA EN SISTEMAS	6	MATEMÁTICAS APLICADAS	CUATRIMESTRE 8	1	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 2	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	09/15/2023
15310	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-203485	MRIX237535	DAVID FLORES MORALES	6.0	NA	AC	ORD	02/17/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	75IIS960	Matutino	PRESENCIAL	05/28/2024	INGENIERÍA EN SISTEMAS	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	5	PROFESIONAL	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/20/2024
15311	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-207533	MRIX192881	MARTHA HERNÁNDEZ RAMOS	8.7	A	EG	EXT	11/30/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	77IIS436	Vespertino	VIRTUAL	10/20/2024	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 1	5	BÁSICA	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	03/07/2024
15312	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-202903	MRIX207362	JUAN GARCÍA ALFARO	8.5	A	AC	ORD	01/03/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	99IIS931	Vespertino	VIRTUAL	02/09/2025	INGENIERÍA MECÁNICA	10	INVESTIGACIÓN I	CUATRIMESTRE 1	2	TERMINAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 2	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/03/2025
15313	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-203212	MRIX195199	JUAN CRUZ MATA	8.0	A	AC	EXT	03/04/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	82IIS505	Vespertino	PRESENCIAL	10/06/2025	INGENIERÍA MECÁNICA	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 2	1	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	01/15/2023
15314	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-200032	MRIX239852	MONICA GÓMEZ ARREOLA	10.0	A	AC	EXT	06/01/2024	ORDINARIA	SANTOS LUNA GERARDO	55IIS756	Matutino	SEMIPRESENCIAL	12/27/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 1	1	BÁSICA	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 6	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	07/18/2025
15315	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-209368	MRIX228712	SOFÍA ALFARO QUINTANILLA	9.0	A	EG	EXT	11/16/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	04IIS855	Matutino	SEMIPRESENCIAL	02/03/2024	INGENIERÍA MECÁNICA	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 4	1	BÁSICA	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	06/17/2023
15316	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-201194	MRIX191049	GABRIELA MEDINA GONZÁLEZ	6.7	NA	AC	EXT	11/30/2025	ORDINARIA	SANTOS LUNA GERARDO	77IIS734	Matutino	SEMIPRESENCIAL	11/14/2024	INGENIERÍA EN SISTEMAS	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 8	6	TERMINAL	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 2	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	04/29/2024
15317	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-206249	MRIX225725	ANA LÓPEZ MARTÍNEZ	7.0	A	EG	EXT	04/17/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	52IIS198	Matutino	PRESENCIAL	04/25/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 10	2	PROFESIONAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	08/26/2024
15318	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-208337	MRIX222252	VALERIA GUZMÁN SALAZAR	8.6	A	AC	ORD	02/01/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	33IIS463	Matutino	VIRTUAL	05/19/2023	INGENIERÍA MECÁNICA	5	MATEMÁTICAS APLICADAS	CUATRIMESTRE 7	10	TERMINAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	09/16/2023
15319	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-203889	MRIX217733	PEDRO LÓPEZ RAMÍREZ	5.8	NA	RE	EXT	10/24/2023	ORDINARIA	SANTOS LUNA GERARDO	65IIS938	Vespertino	VIRTUAL	11/26/2025	INGENIERÍA MECÁNICA	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	6	TERMINAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 1	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	04/28/2023
15320	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-208125	MRIX213695	GERMÁN GÓMEZ GONZÁLEZ	8.0	A	RE	EXT	07/19/2025	ORDINARIA	SANTOS LUNA GERARDO	29IIS103	Vespertino	SEMIPRESENCIAL	08/03/2023	INGENIERÍA EN SISTEMAS	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	6	TERMINAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 4	EGRESADO	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/28/2023
15321	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-200486	MRIX216751	ARTURO MATA SEGARRA	9.2	A	AC	ORD	01/07/2025	ORDINARIA	SANTOS LUNA GERARDO	26IIS302	Matutino	PRESENCIAL	02/03/2024	INGENIERÍA EN SISTEMAS	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 5	5	PROFESIONAL	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 3	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	03/31/2023
15322	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-202807	MRIX203804	GABRIELA ROLÓN MORALES	7.9	A	AC	EXT	01/27/2025	ORDINARIA	SANTOS LUNA GERARDO	68IIS918	Vespertino	PRESENCIAL	05/06/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	SIMULACIÓN	CUATRIMESTRE 10	5	BÁSICA	OBLIGATORIA	1	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	02/01/2025
15323	ADMINISTRACIÓN INDUSTRIAL	SANTOS LUNA GERARDO	INIM-208327	MRIX226724	ROBERTO GÓMEZ VELÁSQUEZ	5.1	NA	AC	EXT	07/27/2024	ORDINARIA	SANTOS LUNA GERARDO	75IIS600	Vespertino	SEMIPRESENCIAL	04/20/2023	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 4	6	BÁSICA	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 2	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/16/2023
15324	MATEMÁTICAS APLICADAS	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-203596	MRIX236724	JORGE CORAZA GUZMÁN	6.5	NA	RE	EXT	03/16/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	26IIS562	Vespertino	PRESENCIAL	04/01/2025	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	5	PROFESIONAL	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 7	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	02/29/2024
15325	CREATIVIDAD E INNOVACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-206021	MRIX219613	RAÚL FLORES MENDOZA	8.4	A	AC	EXT	06/04/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	64IIS424	Matutino	VIRTUAL	08/15/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 5	7	PROFESIONAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	04/17/2025
15326	CREATIVIDAD E INNOVACIÓN	SANTOS LUNA GERARDO	INIM-204496	MRIX211943	ANTONIO SAMANIEGO GONZÁLEZ	8.9	A	RE	ORD	05/27/2024	ORDINARIA	SANTOS LUNA GERARDO	25IIS822	Matutino	VIRTUAL	11/05/2024	INGENIERÍA MECÁNICA	6	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 10	6	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 3	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	09/11/2024
15327	MATEMÁTICAS APLICADAS	RODRIGUEZ GARCIA MARTHA MARIA	INIM-201406	MRIX216272	JUAN SEGARRA MEDINA	6.4	NA	AC	ORD	08/02/2025	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	41IIS966	Matutino	VIRTUAL	08/17/2025	INGENIERÍA EN SISTEMAS	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 4	4	TERMINAL	OBLIGATORIA	2	NO ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	11/28/2024
15328	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-209616	MRIX212869	EDUARDO ROLÓN RODRÍGUEZ	6.3	NA	RE	ORD	09/05/2024	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	03IIS681	Vespertino	SEMIPRESENCIAL	04/06/2025	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 1	7	BÁSICA	OPTATIVA	2	NO ACREDITADA	CUATRIMESTRE 3	EGRESADO	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	10/29/2024
15329	SIMULACIÓN	CORAZA SEGARRA DANIEL ARMANDO	INIM-203058	MRIX199350	ALBERTO DÍAZ RAMOS	9.2	A	AC	ORD	09/27/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	26IIS171	Vespertino	PRESENCIAL	03/07/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	5	SIMULACIÓN	CUATRIMESTRE 7	9	PROFESIONAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 5	EGRESADO	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	02/24/2023
15330	SIMULACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-207081	MRIX230773	VALERIA LÓPEZ MENDOZA	7.5	A	RE	EXT	02/26/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	91IIS780	Vespertino	VIRTUAL	09/24/2023	INGENIERÍA EN SISTEMAS	5	SIMULACIÓN	CUATRIMESTRE 8	7	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 3	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/26/2024
15331	SIMULACIÓN	SANTOS LUNA GERARDO	INIM-207476	MRIX225105	SERGIO TOLEDO ALFARO	8.2	A	EG	EXT	07/06/2023	ORDINARIA	SANTOS LUNA GERARDO	45IIS817	Matutino	VIRTUAL	03/22/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	SIMULACIÓN	CUATRIMESTRE 5	8	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 7	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	08/12/2024
15332	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-208085	MRIX228094	LAURA RIVERA OLIVÁREZ	8.1	A	AC	ORD	05/17/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	53IIS880	Matutino	SEMIPRESENCIAL	08/20/2024	INGENIERÍA MECÁNICA	6	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 9	5	TERMINAL	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 2	IRREGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	03/20/2024
15333	INVESTIGACIÓN I	RODRIGUEZ GARCIA MARTHA MARIA	INIM-202236	MRIX213990	MAURICIO ROJAS FLORES	5.1	NA	EG	EXT	05/28/2024	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	42IIS786	Vespertino	PRESENCIAL	01/22/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	INVESTIGACIÓN I	CUATRIMESTRE 8	7	BÁSICA	OPTATIVA	0	NO ACREDITADA	CUATRIMESTRE 8	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	08/23/2023
15334	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-207219	MRIX225166	ESTELA ROJAS RAMÍREZ	8.0	A	EG	EXT	07/13/2024	ORDINARIA	SANTOS LUNA GERARDO	46IIS282	Matutino	SEMIPRESENCIAL	01/23/2023	LICENCIATURA EN INGENIERÍA INDUSTRIAL	6	INVESTIGACIÓN I	CUATRIMESTRE 4	2	BÁSICA	OBLIGATORIA	2	ACREDITADA	CUATRIMESTRE 1	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	11/11/2023
15335	CREATIVIDAD E INNOVACIÓN	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-200457	MRIX196992	GERMÁN QUINTANILLA SAMANIEGO	6.0	NA	AC	ORD	02/02/2023	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	02IIS445	Vespertino	PRESENCIAL	07/07/2023	INGENIERÍA EN SISTEMAS	7	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 4	4	TERMINAL	OBLIGATORIA	0	NO ACREDITADA	CUATRIMESTRE 2	REGULAR	CUATLA UNIVERSIDAD	Bloque 2	ORDINARIA	05/13/2025
15336	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-205298	MRIX228989	MARIANO FLORES MARTÍNEZ	9.9	A	EG	EXT	08/05/2023	ORDINARIA	SANTOS LUNA GERARDO	23IIS115	Vespertino	SEMIPRESENCIAL	03/13/2024	INGENIERÍA EN SISTEMAS	10	INVESTIGACIÓN I	CUATRIMESTRE 7	2	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 6	EGRESADO	JOJUTLA UNIVERSIDAD	Bloque 1	ORDINARIA	12/31/2024
15337	ADMINISTRACIÓN INDUSTRIAL	CORAZA SEGARRA DANIEL ARMANDO	INIM-205440	MRIX216638	FRANCISCO GONZÁLEZ ARREOLA	8.8	A	EG	ORD	03/06/2025	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	23IIS750	Matutino	VIRTUAL	10/26/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 6	2	PROFESIONAL	OPTATIVA	2	ACREDITADA	CUATRIMESTRE 8	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	09/30/2023
15338	INVESTIGACIÓN I	CORAZA SEGARRA DANIEL ARMANDO	INIM-208171	MRIX208841	ALBERTO CORAZA TORO	7.5	A	EG	EXT	10/09/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	38IIS306	Matutino	PRESENCIAL	05/03/2023	INGENIERÍA MECÁNICA	6	INVESTIGACIÓN I	CUATRIMESTRE 3	10	BÁSICA	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 7	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1	ORDINARIA	02/06/2025
15339	INVESTIGACIÓN I	SANTOS LUNA GERARDO	INIM-209962	MRIX212792	MARIANO VALVERDE ROJAS	9.2	A	EG	EXT	05/23/2024	ORDINARIA	SANTOS LUNA GERARDO	49IIS633	Matutino	SEMIPRESENCIAL	04/21/2023	INGENIERÍA EN SISTEMAS	7	INVESTIGACIÓN I	CUATRIMESTRE 6	4	PROFESIONAL	OPTATIVA	0	ACREDITADA	CUATRIMESTRE 3	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 1	ORDINARIA	03/31/2024
15340	INVESTIGACIÓN I	ESPINOZA ESPINOZA ALMA ROSARIO	INIM-202890	MRIX192911	ALEJANDRA GONZÁLEZ GÓMEZ	10.0	A	AC	EXT	05/16/2024	ORDINARIA	ESPINOZA ESPINOZA ALMA ROSARIO	78IIS354	Matutino	PRESENCIAL	02/09/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	10	INVESTIGACIÓN I	CUATRIMESTRE 5	5	TERMINAL	OBLIGATORIA	0	ACREDITADA	CUATRIMESTRE 5	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	05/18/2025
15341	ADMINISTRACIÓN INDUSTRIAL	RODRIGUEZ GARCIA MARTHA MARIA	INIM-206233	MRIX226781	ARTURO HERNÁNDEZ MENDOZA	9.3	A	AC	EXT	12/26/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	60IIS413	Vespertino	VIRTUAL	11/09/2023	INGENIERÍA EN SISTEMAS	10	ADMINISTRACIÓN INDUSTRIAL	CUATRIMESTRE 8	2	TERMINAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	REGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	06/10/2024
15342	MATEMÁTICAS APLICADAS	CORAZA SEGARRA DANIEL ARMANDO	INIM-200636	MRIX223799	CARLOS ORTIZ RAMÍREZ	7.3	A	RE	EXT	05/26/2023	ORDINARIA	CORAZA SEGARRA DANIEL ARMANDO	16IIS494	Matutino	PRESENCIAL	09/22/2024	LICENCIATURA EN INGENIERÍA INDUSTRIAL	7	MATEMÁTICAS APLICADAS	CUATRIMESTRE 10	7	TERMINAL	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 3	IRREGULAR	JOJUTLA UNIVERSIDAD	Bloque 2	ORDINARIA	04/17/2025
15343	CREATIVIDAD E INNOVACIÓN	RODRIGUEZ GARCIA MARTHA MARIA	INIM-209919	MRIX218942	ISABELA ROQUE JAIMES	8.1	A	AC	ORD	10/30/2023	ORDINARIA	RODRIGUEZ GARCIA MARTHA MARIA	59IIS797	Vespertino	SEMIPRESENCIAL	02/27/2023	INGENIERÍA EN SISTEMAS	10	CREATIVIDAD E INNOVACIÓN	CUATRIMESTRE 3	1	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	IRREGULAR	CUATLA UNIVERSIDAD	Bloque 1 y 2	ORDINARIA	06/19/2024
15344	MATEMÁTICAS APLICADAS	SANTOS LUNA GERARDO	INIM-209381	MRIX196890	JUAN SÁNCHEZ SEGARRA	9.5	A	RE	EXT	07/02/2023	ORDINARIA	SANTOS LUNA GERARDO	45IIS933	Matutino	SEMIPRESENCIAL	04/22/2025	INGENIERÍA MECÁNICA	10	MATEMÁTICAS APLICADAS	CUATRIMESTRE 3	10	BÁSICA	OPTATIVA	1	ACREDITADA	CUATRIMESTRE 5	REGULAR	CUERNAVACA UNIVERSIDAD	Bloque 2	ORDINARIA	08/12/2023
